density,time
0.180213,0
0.178676,0.0667
0.179761,0.1334
0.180654,0.2001
0.182937,0.2668
0.183541,0.3335
0.184813,0.4002
0.189866,0.4669
0.192176,0.5336
0.195192,0.6003
0.199406,0.667
0.20197,0.7337
0.2052,0.8004
0.206016,0.8671
0.205364,0.9338
0.205368,1.0005
0.20369,1.0672
0.202734,1.1339
0.198333,1.2006
0.193881,1.2673
0.194385,1.334
0.193795,1.4007
0.194556,1.4674
0.195364,1.5341
0.192687,1.6008
0.194131,1.6675
0.197639,1.7342
0.202094,1.8009
0.204014,1.8676
0.206582,1.9343
0.208466,2.001
0.208981,2.0677
0.210249,2.1344
0.210624,2.2011
0.211322,2.2678
0.211299,2.3345
0.210078,2.4012
0.208782,2.4679
0.209137,2.5346
0.209364,2.6013
0.208435,2.668
0.209001,2.7347
0.208689,2.8014
0.208899,2.8681
0.207054,2.9348
0.206429,3.0015
0.205899,3.0682
0.205454,3.1349
0.206554,3.2016
0.207623,3.2683
0.208895,3.335
0.209754,3.4017
0.210308,3.4684
0.210362,3.5351
0.212017,3.6018
0.212348,3.6685
0.212754,3.7352
0.215006,3.8019
0.215283,3.8686
0.21183,3.9353
0.210874,4.002
0.210121,4.0687
0.208868,4.1354
0.206242,4.2021
0.205801,4.2688
0.201962,4.3355
0.201505,4.4022
0.201338,4.4689
0.200694,4.5356
0.201189,4.6023
0.199231,4.669
0.19824,4.7357
0.198532,4.8024
0.199262,4.8691
0.201314,4.9358
0.202387,5.0025
0.204603,5.0692
0.207826,5.1359
0.211428,5.2026
0.218958,5.2693
0.227238,5.336
0.231093,5.4027
0.237691,5.4694
0.244,5.5361
0.256856,5.6028
0.262655,5.6695
0.266084,5.7362
0.270423,5.8029
0.276393,5.8696
0.27953,5.9363
0.282047,6.003
0.282921,6.0697
0.284836,6.1364
0.282082,6.2031
0.28127,6.2698
0.2777,6.3365
0.272667,6.4032
0.271898,6.4699
0.265776,6.5366
0.262826,6.6033
0.260907,6.67
0.255491,6.7367
0.2537,6.8034
0.254355,6.8701
0.251214,6.9368
0.253033,7.0035
0.257262,7.0702
0.260473,7.1369
0.261718,7.2036
0.265495,7.2703
0.268074,7.337
0.264535,7.4037
0.268023,7.4704
0.271617,7.5371
0.272397,7.6038
0.274575,7.6705
0.277361,7.7372
0.276623,7.8039
0.275261,7.8706
0.274301,7.9373
0.274434,8.004
0.277165,8.0707
0.277048,8.1374
0.276198,8.2041
0.273911,8.2708
0.273763,8.3375
0.271722,8.4042
0.269331,8.4709
0.265261,8.5376
0.261784,8.6043
0.261176,8.671
0.258901,8.7377
0.258952,8.8044
0.258827,8.8711
0.256786,8.9378
0.257332,9.0045
0.257169,9.0712
0.256443,9.1379
0.256201,9.2046
0.252198,9.2713
0.249583,9.338
0.248612,9.4047
0.246333,9.4714
0.244355,9.5381
0.243481,9.6048
0.241596,9.6715
0.240075,9.7382
0.23954,9.8049
0.238682,9.8716
0.239095,9.9383
0.23805,10.005
0.237016,10.0717
0.237187,10.1384
0.236825,10.2051
0.23691,10.2718
0.236867,10.3385
0.236914,10.4052
0.23789,10.4719
0.238307,10.5386
0.238569,10.6053
0.239283,10.672
0.239911,10.7387
0.240469,10.8054
0.240297,10.8721
0.239084,10.9388
0.238155,11.0055
0.238245,11.0722
0.238112,11.1389
0.238202,11.2056
0.23821,11.2723
0.238709,11.339
0.238518,11.4057
0.238834,11.4724
0.239127,11.5391
0.239614,11.6058
0.239813,11.6725
0.240379,11.7392
0.240594,11.8059
0.240184,11.8726
0.240176,11.9393
0.238811,12.006
0.23901,12.0727
0.23938,12.1394
0.239388,12.2061
0.239681,12.2728
0.239486,12.3395
0.239283,12.4062
0.239275,12.4729
0.239275,12.5396
0.239216,12.6063
0.238947,12.673
0.238889,12.7397
0.239099,12.8064
0.238787,12.8731
0.238631,12.9398
0.238643,13.0065
0.238873,13.0732
0.238034,13.1399
0.238015,13.2066
0.237843,13.2733
0.237722,13.34
0.237663,13.4067
0.237691,13.4734
0.238518,13.5401
0.238459,13.6068
0.238413,13.6735
0.238054,13.7402
0.237816,13.8069
0.23778,13.8736
0.237929,13.9403
0.237831,14.007
0.237714,14.0737
0.237425,14.1404
0.237406,14.2071
0.237472,14.2738
0.237792,14.3405
0.237804,14.4072
0.237671,14.4739
0.237226,14.5406
0.23599,14.6073
0.236009,14.674
0.235943,14.7407
0.235217,14.8074
0.233352,14.8741
0.233063,14.9408
0.233063,15.0075
0.233301,15.0742
0.234222,15.1409
0.234366,15.2076
0.23517,15.2743
0.23581,15.341
0.236173,15.4077
0.235947,15.4744
0.23519,15.5411
0.235264,15.6078
0.235186,15.6745
0.23567,15.7412
0.235299,15.8079
0.235498,15.8746
0.235908,15.9413
0.235693,16.008
0.236056,16.0747
0.235689,16.1414
0.235978,16.2081
0.235568,16.2748
0.235416,16.3415
0.235615,16.4082
0.235576,16.4749
0.235545,16.5416
0.234085,16.6083
0.233606,16.675
0.233504,16.7417
0.233664,16.8084
0.233137,16.8751
0.233063,16.9418
0.236782,17.0085
0.239712,17.0752
0.240921,17.1419
0.243118,17.2086
0.246037,17.2753
0.247,17.342
0.24924,17.4087
0.252026,17.4754
0.252447,17.5421
0.254375,17.6088
0.255487,17.6755
0.254168,17.7422
0.253462,17.8089
0.253048,17.8756
0.252416,17.9423
0.251413,18.009
0.250922,18.0757
0.249646,18.1424
0.249158,18.2091
0.247633,18.2758
0.246474,18.3425
0.245373,18.4092
0.243446,18.4759
0.24249,18.5426
0.241858,18.6093
0.242264,18.676
0.242459,18.7427
0.242139,18.8094
0.242619,18.8761
0.243395,18.9428
0.243454,19.0095
0.243762,19.0762
0.243227,19.1429
0.242006,19.2096
0.241288,19.2763
0.240715,19.343
0.240223,19.4097
0.239259,19.4764
0.238768,19.5431
0.237574,19.6098
0.237098,19.6765
0.237297,19.7432
0.236134,19.8099
0.236228,19.8766
0.236048,19.9433
0.235837,20.01
0.236216,20.0767
0.236235,20.1434
0.236251,20.2101
0.236126,20.2768
0.236165,20.3435
0.235779,20.4102
0.235705,20.4769
0.235814,20.5436
0.2359,20.6103
0.235978,20.677
0.236064,20.7437
0.236157,20.8104
0.236657,20.8771
0.238374,20.9438
0.239618,21.0105
0.24247,21.0772
0.244519,21.1439
0.244445,21.2106
0.247305,21.2773
0.249837,21.344
0.250617,21.4107
0.252007,21.4774
0.252748,21.5441
0.252748,21.6108
0.252502,21.6775
0.25233,21.7442
0.252139,21.8109
0.252557,21.8776
0.252338,21.9443
0.251979,22.011
0.251374,22.0777
0.251378,22.1444
0.250668,22.2111
0.249404,22.2778
0.248604,22.3445
0.248401,22.4112
0.247726,22.4779
0.247512,22.5446
0.247129,22.6113
0.246985,22.678
0.245366,22.7447
0.245483,22.8114
0.245709,22.8781
0.245295,22.9448
0.245151,23.0115
0.245159,23.0782
0.245557,23.1449
0.24551,23.2116
0.24528,23.2783
0.245639,23.345
0.245721,23.4117
0.246567,23.4784
0.247258,23.5451
0.248015,23.6118
0.249377,23.6785
0.251289,23.7452
0.254535,23.8119
0.256474,23.8786
0.258097,23.9453
0.259736,24.012
0.261714,24.0787
0.262577,24.1454
0.263384,24.2121
0.261929,24.2788
0.262939,24.3455
0.262561,24.4122
0.263248,24.4789
0.263045,24.5456
0.26317,24.6123
0.263326,24.679
0.26395,24.7457
0.265792,24.8124
0.267028,24.8791
0.270146,24.9458
0.274567,25.0125
0.276611,25.0792
0.280872,25.1459
0.285691,25.2126
0.288305,25.2793
0.293097,25.346
0.298563,25.4127
0.305692,25.4794
0.310077,25.5461
0.312009,25.6128
0.316734,25.6795
0.321193,25.7462
0.322465,25.8129
0.326531,25.8796
0.331096,25.9463
0.333012,26.013
0.339431,26.0797
0.345896,26.1464
0.354238,26.2131
0.360528,26.2798
0.36244,26.3465
0.367102,26.4132
0.371051,26.4799
0.373017,26.5466
0.377559,26.6133
0.382296,26.68
0.38676,26.7467
0.388929,26.8134
0.389698,26.8801
0.392366,26.9468
0.394809,27.0135
0.396225,27.0802
0.398758,27.1469
0.400104,27.2136
0.401196,27.2803
0.404552,27.347
0.406382,27.4137
0.411021,27.4804
0.414103,27.5471
0.414603,27.6138
0.417525,27.6805
0.420413,27.7472
0.421552,27.8139
0.424463,27.8806
0.426691,27.9473
0.427565,28.014
0.428891,28.0807
0.430983,28.1474
0.431502,28.2141
0.432973,28.2808
0.434935,28.3475
0.43808,28.4142
0.43968,28.4809
0.44046,28.5476
0.442095,28.6143
0.442294,28.681
0.442805,28.7477
0.443777,28.8144
0.447058,28.8811
0.447304,28.9478
0.447257,29.0145
0.447366,29.0812
0.447679,29.1479
0.447222,29.2146
0.446859,29.2813
0.447772,29.348
0.447331,29.4147
0.447327,29.4814
0.447031,29.5481
0.446965,29.6148
0.446551,29.6815
0.44661,29.7482
0.446184,29.8149
0.446504,29.8816
0.445954,29.9483
0.446024,30.015
0.445611,30.0817
0.445751,30.1484
0.445462,30.2151
0.446184,30.2818
0.446005,30.3485
0.443984,30.4152
0.443699,30.4819
0.444425,30.5486
0.44316,30.6153
0.444218,30.682
0.444787,30.7487
0.446137,30.8154
0.446824,30.8821
0.447132,30.9488
0.447296,31.0155
0.446828,31.0822
0.446957,31.1489
0.447339,31.2156
0.44769,31.2823
0.448393,31.349
0.448693,31.4157
0.448623,31.4824
0.449805,31.5491
0.452049,31.6158
0.453426,31.6825
0.458444,31.7492
0.466708,31.8159
0.470255,31.8826
0.492557,31.9493
0.494496,32.016
0.500782,32.0827
0.507603,32.1494
0.510217,32.2161
0.512035,32.2828
0.512917,32.3495
0.514536,32.4162
0.515297,32.4829
0.516054,32.5496
0.517088,32.6163
0.517092,32.683
0.5155,32.7497
0.515949,32.8164
0.516799,32.8831
0.516382,32.9498
0.516581,33.0165
0.516249,33.0832
0.516323,33.1499
0.516101,33.2166
0.51779,33.2833
0.517829,33.35
0.51813,33.4167
0.524669,33.4834
0.52479,33.5501
0.524474,33.6168
0.524974,33.6835
0.523428,33.7502
0.522172,33.8169
0.522289,33.8836
0.521279,33.9503
0.520592,34.017
0.520826,34.0837
0.520092,34.1504
0.519991,34.2171
0.519983,34.2838
0.520533,34.3505
0.52083,34.4172
0.521158,34.4839
0.521657,34.5506
0.520814,34.6173
0.52122,34.684
0.520311,34.7507
0.520319,34.8174
0.518134,34.8841
0.518181,34.9508
0.515227,35.0175
0.515465,35.0842
0.516202,35.1509
0.516187,35.2176
0.516421,35.2843
0.516464,35.351
0.516038,35.4177
0.51614,35.4844
0.516608,35.5511
0.517291,35.6178
0.517287,35.6845
0.518036,35.7512
0.518223,35.8179
0.51861,35.8846
0.519452,35.9513
0.519819,36.018
0.520678,36.0847
0.523058,36.1514
0.524579,36.2181
0.525375,36.2848
0.526714,36.3515
0.530151,36.4182
0.531474,36.4849
0.542789,36.5516
0.54714,36.6183
0.550386,36.685
0.556196,36.7517
0.55792,36.8184
0.562287,36.8851
0.564366,36.9518
0.56551,37.0185
0.567355,37.0852
0.56865,37.1519
0.569333,37.2186
0.572927,37.2853
0.580208,37.352
0.582104,37.4187
0.584917,37.4854
0.586731,37.5521
0.588561,37.6188
0.589529,37.6855
0.589447,37.7522
0.589884,37.8189
0.590446,37.8856
0.590586,37.9523
0.590633,38.019
0.598546,38.0857
0.598133,38.1524
0.597692,38.2191
0.59729,38.2858
0.596736,38.3525
0.596681,38.4192
0.596537,38.4859
0.59647,38.5526
0.596662,38.6193
0.596997,38.686
0.598394,38.7527
0.598815,38.8194
0.600782,38.8861
0.601601,38.9528
0.601812,39.0195
0.602979,39.0862
0.603423,39.1529
0.606635,39.2196
0.607368,39.2863
0.60786,39.353
0.608355,39.4197
0.607232,39.4864
0.607996,39.5531
0.617521,39.6198
0.61795,39.6865
0.61731,39.7532
0.617872,39.8199
0.617876,39.8866
0.617447,39.9533
0.616838,40.02
0.61612,40.0867
0.616748,40.1534
0.621106,40.2201
0.621883,40.2868
0.621543,40.3535
0.621614,40.4202
0.621266,40.4869
0.620806,40.5536
0.619979,40.6203
0.618617,40.687
0.617341,40.7537
0.615308,40.8204
0.615375,40.8871
0.614992,40.9538
0.614427,41.0205
0.613849,41.0872
0.609846,41.1539
0.608738,41.2206
0.609335,41.2873
0.608628,41.354
0.608492,41.4207
0.607961,41.4874
0.607462,41.5541
0.608121,41.6208
0.60992,41.6875
0.610591,41.7542
0.61086,41.8209
0.610232,41.8876
0.610189,41.9543
0.609698,42.021
0.609526,42.0877
0.607353,42.1544
0.60633,42.2211
0.606155,42.2878
0.605593,42.3545
0.603868,42.4212
0.603494,42.4879
0.603661,42.5546
0.603416,42.6213
0.607076,42.688
0.606436,42.7547
0.606717,42.8214
0.605168,42.8881
0.604656,42.9548
0.605203,43.0215
0.606564,43.0882
0.606104,43.1549
0.6077,43.2216
0.60784,43.2883
0.60951,43.355
0.611048,43.4217
0.611165,43.4884
0.611691,43.5551
0.617458,43.6218
0.622851,43.6885
0.624017,43.7552
0.62612,43.8219
0.626963,43.8886
0.631263,43.9553
0.632188,44.022
0.633666,44.0887
0.635134,44.1554
0.654888,44.2221
0.654467,44.2888
0.65467,44.3555
0.654568,44.4222
0.654955,44.4889
0.656254,44.5556
0.656133,44.6223
0.65602,44.689
0.655669,44.7557
0.656024,44.8224
0.656379,44.8891
0.656722,44.9558
0.658915,45.0225
0.660308,45.0892
0.66112,45.1559
0.662552,45.2226
0.66334,45.2893
0.664822,45.356
0.66764,45.4227
0.668475,45.4894
0.669095,45.5561
0.670605,45.6228
0.670285,45.6895
0.681214,45.7562
0.682779,45.8229
0.684925,45.8896
0.68686,45.9563
0.68798,46.023
0.690145,46.0897
0.691039,46.1564
0.691222,46.2231
0.691636,46.2898
0.692182,46.3565
0.692123,46.4232
0.692638,46.4899
0.693083,46.5566
0.693048,46.6233
0.693243,46.69
0.693649,46.7567
0.694535,46.8234
0.695046,46.8901
0.694792,46.9568
0.694816,47.0235
0.694987,47.0902
0.695335,47.1569
0.69553,47.2236
0.703037,47.2903
0.703485,47.357
0.704043,47.4237
0.703938,47.4904
0.703681,47.5571
0.703396,47.6238
0.703368,47.6905
0.703314,47.7572
0.703684,47.8239
0.70338,47.8906
0.703017,47.9573
0.702163,48.024
0.702506,48.0907
0.704637,48.1574
0.703501,48.2241
0.702857,48.2908
0.701886,48.3575
0.70139,48.4242
0.701269,48.4909
0.701948,48.5576
0.701125,48.6243
0.700887,48.691
0.700376,48.7577
0.696509,48.8244
0.696708,48.8911
0.697886,48.9578
0.697055,49.0245
0.696692,49.0912
0.694781,49.1579
0.693196,49.2246
0.691597,49.2913
0.689419,49.358
0.689205,49.4247
0.689716,49.4914
0.689513,49.5581
0.689439,49.6248
0.687835,49.6915
0.687921,49.7582
0.690469,49.8249
0.693743,49.8916
0.699275,49.9583
0.701269,50.025
0.701589,50.0917
0.702416,50.1584
0.70228,50.2251
0.702475,50.2918
0.711828,50.3585
0.711305,50.4252
0.711578,50.4919
0.714184,50.5586
0.714621,50.6253
0.715616,50.692
0.717103,50.7587
0.717665,50.8254
0.717836,50.8921
0.718433,50.9588
0.718878,51.0255
0.718882,51.0922
0.719502,51.1589
0.720096,51.2256
0.720119,51.2923
0.720322,51.359
0.720131,51.4257
0.719951,51.4924
0.719932,51.5591
0.719729,51.6258
0.719791,51.6925
0.719737,51.7592
0.719651,51.8259
0.720369,51.8926
0.720283,51.9593
0.720599,52.026
0.720755,52.0927
0.720349,52.1594
0.720517,52.2261
0.720334,52.2928
0.720248,52.3595
0.72008,52.4262
0.720271,52.4929
0.719975,52.5596
0.719893,52.6263
0.719936,52.693
0.719764,52.7597
0.719698,52.8264
0.719413,52.8931
0.719151,52.9598
0.719038,53.0265
0.71855,53.0932
0.718543,53.1599
0.718578,53.2266
0.718348,53.2933
0.718269,53.36
0.717992,53.4267
0.718016,53.4934
0.718141,53.5601
0.718035,53.6268
0.717977,53.6935
0.717911,53.7602
0.717618,53.8269
0.71754,53.8936
0.71747,53.9603
0.717481,54.027
0.71736,54.0937
0.717485,54.1604
0.717466,54.2271
0.717481,54.2938
0.717481,54.3605
0.717501,54.4272
0.717497,54.4939
0.717497,54.5606
0.717497,54.6273
0.717497,54.694
0.717497,54.7607
0.718285,54.8274
0.718363,54.8941
0.720603,54.9608
0.7207,55.0275
0.720845,55.0942
0.721094,55.1609
0.721563,55.2276
0.721547,55.2943
0.721504,55.361
0.721863,55.4277
0.721941,55.4944
0.722152,55.5611
0.722366,55.6278
0.722405,55.6945
0.722417,55.7612
0.722308,55.8279
0.722128,55.8946
0.72207,55.9613
0.722027,56.028
0.721929,56.0947
0.721789,56.1614
0.722011,56.2281
0.722043,56.2948
0.721668,56.3615
0.720903,56.4282
0.720014,56.4949
0.719916,56.5616
0.71999,56.6283
0.719928,56.695
0.719928,56.7617
0.719963,56.8284
0.720092,56.8951
0.72001,56.9618
0.719955,57.0285
0.71976,57.0952
0.719229,57.1619
0.719116,57.2286
0.719495,57.2953
0.719495,57.362
0.719385,57.4287
0.719381,57.4954
0.7196,57.5621
0.719366,57.6288
0.719136,57.6955
0.718761,57.7622
0.718902,57.8289
0.718632,57.8956
0.718367,57.9623
0.718199,58.029
0.718059,58.0957
0.717762,58.1624
0.717665,58.2291
0.717594,58.2958
0.717384,58.3625
0.717501,58.4292
0.717591,58.4959
0.717754,58.5626
0.717758,58.6293
0.718558,58.696
0.718601,58.7627
0.718898,58.8294
0.71855,58.8961
0.718195,58.9628
0.717992,59.0295
0.717555,59.0962
0.717411,59.1629
0.717333,59.2296
0.71745,59.2963
0.717356,59.363
0.717193,59.4297
0.717052,59.4964
0.716931,59.5631
0.71697,59.6298
0.716502,59.6965
0.716506,59.7632
0.715718,59.8299
0.715823,59.8966
0.716092,59.9633
0.715526,60.03
0.715214,60.0967
0.71505,60.1634
0.712943,60.2301
0.712963,60.2968
0.713775,60.3635
0.714383,60.4302
0.714699,60.4969
0.71537,60.5636
0.715577,60.6303
0.715761,60.697
0.715519,60.7637
0.715441,60.8304
0.7153,60.8971
0.714953,60.9638
0.714972,61.0305
0.71516,61.0972
0.715117,61.1639
0.714941,61.2306
0.714707,61.2973
0.714871,61.364
0.715472,61.4307
0.715944,61.4974
0.715999,61.5641
0.71601,61.6308
0.716084,61.6975
0.714918,61.7642
0.715043,61.8309
0.715121,61.8976
0.715253,61.9643
0.715273,62.031
0.714122,62.0977
0.713634,62.1644
0.713841,62.2311
0.713728,62.2978
0.713369,62.3645
0.713103,62.4312
0.713119,62.4979
0.71292,62.5646
0.713291,62.6313
0.71292,62.698
0.713244,62.7647
0.712741,62.8314
0.712799,62.8981
0.712819,62.9648
0.712819,63.0315
0.713326,63.0982
0.713174,63.1649
0.712963,63.2316
0.71276,63.2983
0.71269,63.365
0.712721,63.4317
0.712561,63.4984
0.71251,63.5651
0.713498,63.6318
0.713572,63.6985
0.713654,63.7652
0.713755,63.8319
0.713755,63.8986
0.713509,63.9653
0.713677,64.032
0.713724,64.0987
0.713857,64.1654
0.713919,64.2321
0.713825,64.2988
0.714044,64.3655
0.71418,64.4322
0.714524,64.4989
0.714543,64.5656
0.71459,64.6323
0.714652,64.699
0.714746,64.7657
0.714957,64.8324
0.714855,64.8991
0.715093,64.9658
0.715288,65.0325
0.715495,65.0992
0.714844,65.1659
0.714695,65.2326
0.714649,65.2993
0.714574,65.366
0.714574,65.4327
0.714336,65.4994
0.714559,65.5661
0.714262,65.6328
0.714247,65.6995
0.71411,65.7662
0.71427,65.8329
0.71418,65.8996
0.714254,65.9663
0.714188,66.033
0.714403,66.0997
0.714422,66.1664
0.714582,66.2331
0.714465,66.2998
0.714145,66.3665
0.714493,66.4332
0.714832,66.4999
0.714836,66.5666
0.714879,66.6333
0.712791,66.7
0.712077,66.7667
0.711937,66.8334
0.711917,66.9001
0.711984,66.9668
0.712323,67.0335
0.712237,67.1002
0.712428,67.1669
0.712425,67.2336
0.712752,67.3003
0.712791,67.367
0.713045,67.4337
0.71347,67.5004
0.71347,67.5671
0.713302,67.6338
0.713201,67.7005
0.712983,67.7672
0.713041,67.8339
0.713018,67.9006
0.712975,67.9673
0.712616,68.034
0.712565,68.1007
0.712647,68.1674
0.714485,68.2341
0.714169,68.3008
0.714407,68.3675
0.715019,68.4342
0.715347,68.5009
0.714309,68.5676
0.714219,68.6343
0.714208,68.701
0.714649,68.7677
0.714816,68.8344
0.714785,68.9011
0.714965,68.9678
0.71461,69.0345
0.713521,69.1012
0.713267,69.1679
0.713423,69.2346
0.711839,69.3013
0.711059,69.368
0.710883,69.4347
0.710357,69.5014
0.710345,69.5681
0.70976,69.6348
0.70983,69.7015
0.709022,69.7682
0.708866,69.8349
0.708398,69.9016
0.707672,69.9683
0.707645,70.035
0.707442,70.1017
0.708265,70.1684
0.707071,70.2351
0.706662,70.3018
0.706837,70.3685
0.706392,70.4352
0.706584,70.5019
0.707239,70.5686
0.70768,70.6353
0.708055,70.702
0.708589,70.7687
0.709287,70.8354
0.70949,70.9021
0.709713,70.9688
0.70917,71.0355
0.709373,71.1022
0.706708,71.1689
0.70512,71.2356
0.695822,71.3023
0.696451,71.369
0.695748,71.4357
0.695939,71.5024
0.699611,71.5691
0.70052,71.6358
0.701983,71.7025
0.702171,71.7692
0.703415,71.8359
0.705226,71.9026
0.706779,71.9693
0.70688,72.036
0.708023,72.1027
0.708882,72.1694
0.708968,72.2361
0.709225,72.3028
0.709284,72.3695
0.709845,72.4362
0.710025,72.5029
0.709939,72.5696
0.710091,72.6363
0.709943,72.703
0.710333,72.7697
0.712241,72.8364
0.712647,72.9031
0.712916,72.9698
0.71285,73.0365
0.712936,73.1032
0.712901,73.1699
0.713326,73.2366
0.713154,73.3033
0.713903,73.37
0.713697,73.4367
0.713888,73.5034
0.714282,73.5701
0.714512,73.6368
0.714469,73.7035
0.714418,73.7702
0.714844,73.8369
0.715195,73.9036
0.715288,73.9703
0.714816,74.037
0.71459,74.1037
0.714204,74.1704
0.714489,74.2371
0.714387,74.3038
0.71569,74.3705
0.715792,74.4372
0.715203,74.5039
0.714785,74.5706
0.714176,74.6373
0.713217,74.704
0.713455,74.7707
0.713057,74.8374
0.713061,74.9041
0.712764,74.9708
0.712721,75.0375
0.712873,75.1042
0.712425,75.1709
0.712229,75.2376
0.711906,75.3043
0.711894,75.371
0.711558,75.4377
0.71118,75.5044
0.71118,75.5711
0.710844,75.6378
0.710411,75.7045
0.710345,75.7712
0.710368,75.8379
0.70917,75.9046
0.708975,75.9713
0.709221,76.038
0.70926,76.1047
0.7091,76.1714
0.708733,76.2381
0.708257,76.3048
0.708304,76.3715
0.708991,76.4382
0.709791,76.5049
0.710243,76.5716
0.71084,76.6383
0.711535,76.705
0.711874,76.7717
0.711668,76.8384
0.711469,76.9051
0.712077,76.9718
0.712791,77.0385
0.712389,77.1052
0.711746,77.1719
0.71219,77.2386
0.711925,77.3053
0.711742,77.372
0.7115,77.4387
0.711246,77.5054
0.711812,77.5721
0.712183,77.6388
0.712023,77.7055
0.712588,77.7722
0.712171,77.8389
0.711695,77.9056
0.711956,77.9723
0.71191,78.039
0.712491,78.1057
0.711949,78.1724
0.711863,78.2391
0.710965,78.3058
0.710719,78.3725
0.710353,78.4392
0.710037,78.5059
0.710197,78.5726
0.710228,78.6393
0.710009,78.706
0.710755,78.7727
0.710688,78.8394
0.710458,78.9061
0.708402,78.9728
0.708667,79.0395
0.708332,79.1062
0.707957,79.1729
0.707797,79.2396
0.707633,79.3063
0.707235,79.373
0.707824,79.4397
0.708012,79.5064
0.707278,79.5731
0.706978,79.6398
0.706806,79.7065
0.706744,79.7732
0.705951,79.8399
0.706502,79.9066
0.706271,79.9733
0.706147,80.04
0.706396,80.1067
0.706505,80.1734
0.70656,80.2401
0.706287,80.3068
0.706353,80.3735
0.705827,80.4402
0.705222,80.5069
0.705226,80.5736
0.705124,80.6403
0.705639,80.707
0.705561,80.7737
0.705436,80.8404
0.705308,80.9071
0.705916,80.9738
0.705936,81.0405
0.706209,81.1072
0.706513,81.1739
0.707138,81.2406
0.707602,81.3073
0.70711,81.374
0.706833,81.4407
0.706435,81.5074
0.705838,81.5741
0.705772,81.6408
0.70546,81.7075
0.705429,81.7742
0.705893,81.8409
0.705834,81.9076
0.706065,81.9743
0.703513,82.041
0.704227,82.1077
0.704094,82.1744
0.704679,82.2411
0.705261,82.3078
0.70576,82.3745
0.705932,82.4412
0.705756,82.5079
0.706131,82.5746
0.705838,82.6413
0.706837,82.708
0.706361,82.7747
0.706139,82.8414
0.705905,82.9081
0.705234,82.9748
0.705237,83.0415
0.704875,83.1082
0.705191,83.1749
0.705214,83.2416
0.705577,83.3083
0.705432,83.375
0.705155,83.4417
0.705413,83.5084
0.705811,83.5751
0.705967,83.6418
0.70615,83.7085
0.706552,83.7752
0.706525,83.8419
0.706346,83.9086
0.706084,83.9753
0.705409,84.042
0.705245,84.1087
0.705152,84.1754
0.705358,84.2421
0.705436,84.3088
0.70466,84.3755
0.704356,84.4422
0.704348,84.5089
0.703201,84.5756
0.703103,84.6423
0.70338,84.709
0.705113,84.7757
0.704781,84.8424
0.70489,84.9091
0.704336,84.9758
0.704102,85.0425
0.702518,85.1092
0.702233,85.1759
0.702549,85.2426
0.70189,85.3093
0.702163,85.376
0.701628,85.4427
0.701987,85.5094
0.702334,85.5761
0.702916,85.6428
0.703954,85.7095
0.703618,85.7762
0.703724,85.8429
0.704125,85.9096
0.70427,85.9763
0.704652,86.043
0.704508,86.1097
0.704582,86.1764
0.705405,86.2431
0.705702,86.3098
0.706111,86.3765
0.70631,86.4432
0.70631,86.5099
0.706677,86.5766
0.708179,86.6433
0.708476,86.71
0.708843,86.7767
0.708995,86.8434
0.709373,86.9101
0.710017,86.9768
0.71031,87.0435
0.710794,87.1102
0.710716,87.1769
0.710805,87.2436
0.711512,87.3103
0.712288,87.377
0.712354,87.4437
0.713349,87.5104
0.713802,87.5771
0.713876,87.6438
0.714176,87.7105
0.713974,87.7772
0.714091,87.8439
0.714196,87.9106
0.714036,87.9773
0.713658,88.044
0.71315,88.1107
